"id";"idade";"escolaridade";"estado_civil";"renda";"criancas_casa";"adolescentes_casa";"data_inscricao";"dias_ultima_compra";"gasto_vinhos";"gasto_frutas";"gasto_carnes";"gasto_peixes";"gasto_doces";"gastos_premium";"compras_desconto";"compras_site";"compras_catalogo";"compras_loja";"visitas_mes_site";"reclamacao";"campanha1";"campanha2";"campanha3";"campanha4";"campanha5";"campanha6"
4065;38;"Doutorado";"Casado";49544;1;0;"2013-02-12";0;308;0;73;0;0;23;2;5;1;8;7;0;0;0;0;0;0;0
8230;34;"Graduacao";"Casado";33228;1;0;"2014-01-23";28;22;2;31;7;4;5;1;2;0;3;7;0;0;0;0;0;0;0
1215;36;"Graduacao";"Casado";70440;0;0;"2013-10-08";49;690;117;499;76;102;88;1;5;10;7;3;0;1;0;0;0;0;0
5939;43;"Graduacao";"Casado";38232;1;1;"2014-01-17";84;43;5;28;7;6;33;4;3;1;3;5;0;0;0;0;0;0;0
2156;59;"Doutorado";"Casado";22554;1;1;"2012-11-03";38;27;0;10;0;0;4;4;2;0;4;5;0;0;0;0;0;0;0
7788;31;"Doutorado";"Casado";23536;1;0;"2014-06-04";53;6;0;3;0;0;1;1;0;0;3;3;0;0;0;0;0;0;0
10323;62;"Graduacao";"Casado";49413;0;1;"2013-10-25";88;205;7;41;3;2;46;2;4;2;5;5;0;0;0;0;0;0;0
7947;45;"Graduacao";"Casado";42231;1;1;"2014-03-25";99;24;0;8;0;1;4;1;1;0;3;5;0;0;0;0;0;0;0
1891;34;"Mestrado";"Divorciado";78789;0;0;"2012-08-08";12;667;50;850;21;83;83;1;4;6;5;2;0;0;0;0;0;0;1
2570;46;"Graduacao";"Casado";56534;0;1;"2013-07-23";35;691;7;61;10;0;46;4;10;4;7;8;0;0;1;0;1;0;1
9256;43;"Graduacao";"Solteiro";58350;0;1;"2013-01-04";5;493;26;206;116;80;80;4;8;3;12;6;0;0;0;0;0;0;0
295;25;"Graduacao";"Solteiro";81217;0;0;"2013-07-19";77;493;70;324;146;40;84;1;3;7;11;1;0;0;0;0;0;0;0
7397;63;"Graduacao";"Solteiro";49090;0;1;"2013-07-19";45;494;5;82;7;0;100;3;7;2;9;7;0;0;0;0;0;0;0
6349;27;"Mestrado";"Divorciado";61787;0;0;"2013-07-06";71;621;73;414;78;48;85;1;8;4;6;5;0;0;0;0;0;0;0
10790;29;"Doutorado";"Casado";18169;1;0;"2013-02-19";40;9;0;5;0;0;7;1;1;0;2;8;0;0;0;0;0;0;0
10398;33;"Ensino Medio";"Solteiro";24336;1;0;"2012-08-27";82;1;6;2;8;2;12;1;1;0;2;7;0;0;0;0;0;0;0
2431;24;"Graduacao";"Casado";18222;0;0;"2012-12-31";70;12;4;19;12;6;14;1;2;0;3;8;0;0;0;0;0;0;0
550;62;"Graduacao";"Divorciado";62335;0;1;"2013-05-23";87;243;131;217;85;6;26;2;3;3;13;2;0;0;0;0;0;0;0
1890;43;"Ensino Medio";"Casado";42033;1;1;"2012-09-19";95;11;1;4;2;0;7;1;1;0;2;7;0;0;0;0;0;0;0
10742;31;"Doutorado";"Casado";86580;0;0;"2013-02-27";72;532;21;127;26;20;20;0;4;2;5;1;0;0;0;0;0;1;0
10356;57;"Doutorado";"Divorciado";41437;1;1;"2012-09-22";5;29;0;2;0;0;1;1;1;0;3;7;0;0;0;0;0;0;0
4676;63;"Mestrado";"Viuvo";73705;0;2;"2014-03-05";86;612;91;520;258;107;107;2;9;6;8;5;0;0;0;0;0;0;0
8852;38;"Graduacao";"Casado";61064;0;1;"2012-08-31";80;387;126;342;0;45;180;5;8;4;11;6;0;0;0;0;0;0;0
3565;59;"Mestrado";"Casado";38452;1;1;"2014-03-30";62;56;0;14;0;0;2;3;3;0;3;7;0;0;0;0;0;0;0
5294;25;"Graduacao";"Solteiro";18358;1;0;"2013-11-20";49;6;8;19;16;4;4;3;3;0;4;7;0;0;0;0;0;0;0
1958;41;"Doutorado";"Casado";55012;0;1;"2014-03-21";85;582;0;65;0;0;13;6;8;2;9;5;0;0;0;0;0;0;0
7349;41;"Ensino Basico";"Casado";9722;1;0;"2012-10-02";7;6;17;16;6;16;42;4;3;1;3;8;0;0;0;0;0;0;1
8799;30;"Doutorado";"Casado";38175;1;0;"2013-09-23";6;70;6;69;2;3;3;3;3;1;4;7;0;0;0;0;0;0;0
1351;58;"Mestrado";"Casado";58656;0;1;"2012-09-20";25;962;12;194;16;24;12;4;7;8;13;6;0;0;0;0;0;1;0
1045;49;"Graduacao";"Casado";52117;0;1;"2012-08-16";55;112;10;107;30;0;20;2;5;2;4;7;0;0;0;0;0;0;0
7732;36;"Graduacao";"Casado";64813;1;0;"2014-01-02";81;293;0;124;179;97;52;1;7;2;10;5;0;0;0;0;0;0;0
8070;41;"Doutorado";"Casado";54222;0;1;"2014-03-01";98;199;12;31;3;12;7;1;3;3;5;3;0;0;0;0;0;0;0
477;28;"Graduacao";"Casado";83512;0;0;"2014-06-17";31;1060;61;835;80;20;101;1;4;7;10;1;0;1;1;1;0;1;1
7832;55;"Mestrado";"Casado";77520;0;1;"2013-08-28";30;940;44;396;0;88;58;1;8;7;7;4;0;1;0;1;0;1;1
2202;36;"Graduacao";"Casado";41154;0;1;"2013-04-09";98;44;2;11;2;3;7;1;1;0;4;5;0;0;0;0;0;0;0
7396;48;"Graduacao";"Casado";80398;0;0;"2012-11-10";92;342;51;936;207;35;26;1;5;8;12;3;0;0;0;0;0;1;0
4055;22;"Ensino Basico";"Solteiro";18746;1;0;"2014-05-29";41;2;10;11;12;9;20;2;3;0;3;6;0;0;0;0;0;0;0
10340;30;"Graduacao";"Casado";35196;1;0;"2012-11-13";68;75;12;141;43;39;187;6;6;1;5;8;0;0;0;0;0;0;0
10091;58;"Graduacao";"Solteiro";60230;0;1;"2013-05-20";78;520;20;367;39;81;40;2;6;3;6;5;0;0;0;0;0;0;0
7629;37;"Graduacao";"Casado";22108;1;1;"2014-05-08";46;5;3;9;6;2;6;2;2;0;3;7;0;0;0;0;0;0;0
10640;40;"Graduacao";"Casado";44392;1;1;"2013-09-05";71;87;5;71;7;12;29;5;4;1;4;7;0;0;0;0;0;0;0
3498;38;"Doutorado";"Casado";55424;0;1;"2012-11-25";6;462;61;184;10;53;107;4;7;5;9;6;0;0;0;1;0;0;1
6742;35;"Graduacao";"Casado";17688;1;0;"2013-01-13";82;2;2;1;3;1;2;1;1;0;2;8;1;0;0;0;0;0;0
1172;31;"Doutorado";"Casado";92491;0;0;"2013-05-01";71;979;44;935;29;25;22;1;7;5;12;3;0;1;0;0;1;1;1
569;23;"Graduacao";"Solteiro";90273;0;0;"2013-12-14";32;704;129;853;120;74;111;1;5;6;7;2;0;1;0;0;1;1;1
4686;52;"Doutorado";"Viuvo";82571;0;0;"2014-04-02";28;861;31;558;62;95;79;0;6;5;13;2;0;0;0;0;0;1;0
1381;32;"Doutorado";"Solteiro";38513;1;0;"2014-01-28";20;172;3;115;16;0;18;5;6;1;5;8;0;0;0;0;0;0;1
2634;35;"Mestrado";"Solteiro";16653;1;0;"2014-04-18";10;5;7;31;15;4;7;3;2;1;3;6;0;0;0;0;0;0;1
10905;59;"Graduacao";"Casado";42586;1;1;"2012-10-29";7;194;2;56;0;0;0;5;4;1;6;8;0;0;0;0;0;0;1
1744;49;"Ensino Basico";"Solteiro";23529;0;1;"2013-01-07";67;9;7;13;3;2;20;1;1;1;2;6;0;0;0;0;0;0;0
1000;53;"Mestrado";"Casado";74881;1;1;"2013-03-08";48;505;72;270;36;27;54;4;9;2;12;5;0;0;0;0;0;0;0
3828;63;"Graduacao";"Casado";71107;0;1;"2013-02-17";61;533;10;217;198;174;195;2;7;6;13;4;0;0;0;0;0;0;0
8605;50;"Doutorado";"Casado";46910;1;1;"2014-03-23";36;48;0;14;0;0;6;2;2;0;3;6;0;0;0;0;0;0;0
10304;55;"Graduacao";"Casado";18690;0;0;"2012-12-28";77;6;1;7;23;4;19;1;1;1;2;8;0;0;0;0;0;0;0
4351;59;"Graduacao";"Divorciado";37244;1;1;"2013-04-27";90;18;2;10;0;0;25;1;1;1;2;7;0;0;0;1;0;0;0
10129;48;"Graduacao";"Casado";82427;0;0;"2014-03-12";35;482;147;509;104;107;107;1;3;5;12;1;0;0;0;0;0;1;0
2499;56;"Ensino Medio";"Solteiro";75342;0;1;"2013-05-06";38;204;97;97;21;118;26;1;5;2;10;4;0;0;0;0;0;0;0
10092;60;"Graduacao";"Divorciado";70044;0;1;"2013-02-18";46;1073;0;250;153;14;14;4;7;10;5;5;0;0;0;0;0;0;0
7500;47;"Graduacao";"Solteiro";79146;1;1;"2014-04-24";33;245;16;223;21;43;16;2;8;1;8;6;0;0;0;0;0;0;0
5796;51;"Graduacao";"Casado";77437;0;0;"2013-11-26";70;560;21;442;29;44;29;1;4;5;13;1;0;0;0;0;0;1;0
10556;55;"Graduacao";"Casado";54984;0;1;"2014-05-24";51;173;13;131;32;3;6;4;6;1;6;7;0;1;0;0;0;0;0
1064;43;"Doutorado";"Casado";42403;1;0;"2013-12-11";18;22;1;11;0;5;3;1;1;0;3;8;0;0;0;0;0;0;0
48;50;"Graduacao";"Casado";55761;0;1;"2014-04-24";97;136;1;12;0;3;32;2;4;1;3;6;0;0;0;0;1;0;0
7610;31;"Graduacao";"Casado";37292;1;0;"2013-04-18";32;275;0;86;10;23;66;5;6;3;5;8;0;0;0;0;0;0;0
263;69;"Doutorado";"Solteiro";45576;0;0;"2014-05-28";9;56;19;29;2;14;25;1;3;1;3;8;0;0;0;0;0;0;1
10814;67;"Graduacao";"Casado";70321;0;0;"2013-01-16";6;303;23;751;82;26;191;1;6;5;13;4;0;0;0;0;0;0;1
9710;45;"Doutorado";"Divorciado";58086;0;1;"2013-01-20";80;708;7;62;0;0;15;2;11;3;7;8;0;0;0;0;0;0;0
9292;62;"Graduacao";"Casado";81795;0;0;"2012-10-26";74;324;132;693;27;118;88;1;4;11;7;2;0;0;0;0;0;0;0
10250;67;"Ensino Basico";"Casado";28389;0;0;"2012-11-20";49;1;5;3;7;4;8;1;1;0;2;7;0;0;0;0;0;0;0
7881;68;"Mestrado";"Casado";66835;0;0;"2013-09-28";21;620;26;195;34;17;141;1;6;4;13;2;0;0;0;0;0;0;0
5847;45;"Graduacao";"Divorciado";69901;0;1;"2013-05-29";95;312;21;206;102;92;149;3;7;3;10;5;0;0;0;0;0;0;0
737;65;"Doutorado";"Casado";80360;0;0;"2013-03-03";56;1493;86;454;112;43;43;2;4;4;5;2;0;1;0;0;1;1;0
3571;53;"Doutorado";"Casado";63342;0;1;"2012-10-16";48;918;21;118;13;10;21;3;8;3;5;6;0;0;0;0;1;0;1
7807;40;"Graduacao";"Casado";44989;0;1;"2012-09-12";26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;0
3878;34;"Ensino Medio";"Solteiro";31859;1;0;"2014-02-27";3;3;4;7;15;8;11;1;1;0;3;7;0;0;0;0;0;0;0
5092;65;"Doutorado";"Viuvo";51569;0;1;"2013-02-12";39;380;0;47;6;0;34;4;7;1;7;8;0;0;0;0;1;0;1
2154;43;"Graduacao";"Viuvo";30372;1;1;"2012-12-25";33;15;0;12;7;3;7;3;2;0;3;7;0;0;0;0;0;0;0
5394;35;"Ensino Basico";"Solteiro";16014;1;1;"2013-03-17";42;3;9;4;7;8;7;4;1;1;4;3;0;0;0;0;0;0;0
3798;46;"Graduacao";"Casado";41120;1;1;"2013-11-06";80;24;2;23;0;8;24;3;2;1;3;6;0;0;0;0;0;0;0
3524;43;"Mestrado";"Solteiro";39763;1;0;"2013-08-04";9;80;1;60;4;6;16;2;5;1;2;9;0;0;0;0;0;0;1
5247;59;"Doutorado";"Casado";38725;1;1;"2014-05-10";52;31;0;6;2;1;5;2;1;0;4;4;0;0;0;0;0;0;0
5883;42;"Graduacao";"Casado";77981;1;0;"2013-05-26";78;138;120;204;16;126;60;3;7;4;7;5;0;0;0;0;0;0;0
2118;50;"Ensino Medio";"Casado";62905;0;1;"2013-09-10";68;166;75;96;119;107;59;3;7;2;8;4;0;0;0;0;0;0;0
8812;35;"Ensino Medio";"Divorciado";13533;1;0;"2013-03-10";45;12;3;8;8;0;17;2;2;0;3;7;0;0;0;0;0;0;0
6616;39;"Graduacao";"Casado";59481;0;1;"2013-10-23";47;178;3;85;71;66;58;2;3;3;8;2;0;0;0;0;0;0;0
2797;37;"Graduacao";"Casado";72117;0;1;"2013-08-20";34;707;20;171;65;60;50;1;9;7;9;5;0;0;0;0;0;0;0
4328;28;"Ensino Medio";"Casado";21955;1;0;"2013-09-07";81;5;1;7;17;14;11;2;2;1;3;6;0;0;0;0;0;0;0
9167;58;"Graduacao";"Casado";67131;0;1;"2013-03-26";72;465;71;250;93;35;62;3;9;2;12;6;0;0;0;0;0;0;0
10560;34;"Doutorado";"Solteiro";36802;1;0;"2014-06-16";23;16;1;2;0;0;1;1;1;0;3;5;0;0;0;0;0;0;0
2631;32;"Graduacao";"Casado";71853;0;0;"2013-05-08";29;358;108;413;141;97;32;1;2;8;6;1;0;0;0;0;0;0;0
8312;53;"Ensino Basico";"Casado";28249;0;0;"2014-06-15";80;1;9;7;2;14;10;1;2;0;3;6;0;0;0;0;0;0;0
5534;39;"Mestrado";"Casado";47808;0;1;"2013-10-20";30;123;1;26;2;0;72;2;3;2;3;7;0;0;0;1;0;0;0
5093;40;"Doutorado";"Divorciado";25509;1;0;"2012-09-18";15;40;3;30;10;7;11;3;3;0;3;9;0;0;0;0;0;0;1
7592;68;"Doutorado";"Casado";51012;0;0;"2013-04-18";86;102;9;63;2;9;24;1;4;1;4;6;0;0;0;0;0;0;0
8895;29;"Graduacao";"Solteiro";70596;0;0;"2012-10-05";68;347;44;534;17;0;26;1;3;5;12;2;0;0;0;0;0;0;0
8584;62;"Doutorado";"Casado";85431;0;0;"2013-06-08";54;376;53;462;168;53;53;1;2;7;7;0;0;0;0;0;0;0;0
2694;47;"Graduacao";"Casado";42664;0;1;"2014-03-18";44;21;0;3;0;0;0;1;1;0;3;6;0;0;0;0;0;0;0
8910;59;"Graduacao";"Casado";42586;1;1;"2012-10-29";7;194;2;56;0;0;0;5;4;1;6;8;0;0;0;0;0;0;1
7433;29;"Graduacao";"Solteiro";29760;1;0;"2012-08-29";87;64;4;68;7;5;17;4;3;1;4;8;0;0;0;0;0;0;0
164;37;"Doutorado";"Casado";28973;0;0;"2012-10-13";59;206;0;46;3;2;12;2;5;1;5;8;0;0;0;0;0;0;0
10477;41;"Doutorado";"Casado";39435;1;0;"2013-08-06";16;71;0;18;0;0;13;1;3;1;2;7;0;0;0;0;0;0;0
2681;30;"Ensino Medio";"Casado";65370;0;0;"2013-08-01";1;71;22;112;138;89;29;1;2;3;13;1;0;0;0;0;0;0;0
5150;35;"Ensino Basico";"Solteiro";20194;1;0;"2012-12-17";64;0;4;7;11;10;15;2;2;0;3;6;0;0;0;0;0;0;0
5283;38;"Doutorado";"Solteiro";42473;1;1;"2014-02-17";72;93;1;21;0;4;25;3;2;1;4;5;0;0;0;0;0;0;0
9645;46;"Graduacao";"Casado";64590;0;0;"2012-10-14";98;920;138;168;36;46;30;1;9;4;10;6;0;0;0;0;0;0;0
10678;55;"Graduacao";"Casado";71232;0;1;"2013-11-28";91;653;17;170;34;26;17;2;11;2;10;7;0;0;0;0;0;0;0
7261;43;"Graduacao";"Casado";34600;1;1;"2013-01-01";8;199;33;60;8;3;15;5;5;2;5;8;0;0;0;0;0;0;1
9648;47;"Graduacao";"Solteiro";46904;1;1;"2012-11-03";20;153;4;56;0;9;31;4;5;1;4;8;0;0;0;0;0;0;0
2870;41;"Graduacao";"Casado";49094;0;1;"2012-09-21";6;376;0;38;11;8;69;5;6;3;6;6;0;0;0;0;0;0;0
8008;31;"Graduacao";"Casado";36075;1;0;"2013-12-09";54;46;0;30;12;1;30;1;2;0;4;6;0;0;0;0;0;0;0
1513;35;"Ensino Medio";"Casado";60839;1;1;"2012-08-28";72;600;21;128;223;150;128;13;2;2;12;8;0;0;0;0;0;0;0
6173;35;"Graduacao";"Casado";77298;0;1;"2013-11-02";46;425;115;292;23;35;79;1;6;6;11;3;0;0;0;0;0;0;0
1419;64;"Graduacao";"Casado";34026;1;1;"2013-08-05";11;18;6;15;12;8;17;3;2;1;3;5;0;0;0;0;0;0;0
9150;51;"Doutorado";"Solteiro";48918;1;1;"2014-04-12";21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;0
7960;52;"Ensino Medio";"Casado";82122;0;0;"2013-08-15";89;734;22;350;151;25;100;1;3;9;13;1;0;0;0;0;0;1;0
1250;38;"Graduacao";"Solteiro";37697;1;0;"2014-02-07";82;34;6;21;11;4;8;1;2;1;3;6;0;0;0;0;0;0;0
9905;62;"Graduacao";"Casado";34074;1;1;"2013-07-13";69;135;1;41;10;1;67;5;3;3;3;6;0;0;0;1;0;0;0
10691;54;"Mestrado";"Casado";28520;1;1;"2013-06-14";55;11;0;10;0;2;20;1;1;1;2;6;0;0;0;0;0;0;0
7002;59;"Graduacao";"Solteiro";62535;0;1;"2013-10-03";13;163;48;90;0;45;52;1;3;2;8;3;0;0;0;0;0;0;0
2952;37;"Mestrado";"Solteiro";36273;1;0;"2014-04-16";80;29;3;30;3;2;9;2;3;0;3;6;0;0;0;0;0;0;0
8439;50;"Graduacao";"Casado";63404;0;2;"2014-06-06";97;734;26;70;11;44;17;2;6;3;4;4;0;1;0;0;0;0;0
762;33;"Ensino Medio";"Casado";75774;1;0;"2014-05-02";27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;0
2831;38;"Graduacao";"Casado";78416;0;1;"2014-06-27";99;453;38;279;188;38;183;2;7;7;10;3;0;0;0;0;0;0;0
6977;40;"Graduacao";"Casado";75702;0;1;"2012-10-14";87;1073;0;629;145;37;37;1;10;5;13;6;0;0;0;0;0;1;0
6289;63;"Mestrado";"Casado";59385;1;1;"2013-04-28";85;135;0;10;0;4;36;2;3;1;4;5;0;0;0;0;0;0;0
4168;48;"Graduacao";"Solteiro";37070;1;1;"2013-03-20";30;231;7;137;4;15;39;9;5;1;8;7;0;0;0;0;0;0;1
8397;63;"Graduacao";"Casado";44689;1;1;"2014-01-10";82;18;0;5;0;0;11;2;1;1;2;7;0;0;0;1;0;0;0
9284;56;"Graduacao";"Casado";53977;0;1;"2013-06-08";21;620;16;165;0;24;82;5;5;5;12;5;0;0;0;0;0;0;0
6237;48;"Doutorado";"Solteiro";7144;0;2;"2013-12-07";92;81;4;33;5;2;291;0;23;1;1;0;0;0;0;0;0;0;0
3130;50;"Graduacao";"Solteiro";18701;1;1;"2013-06-04";95;12;4;2;10;6;10;4;2;0;4;5;0;0;0;0;0;0;0
1619;58;"Graduacao";"Casado";90369;0;0;"2014-04-28";2;292;51;981;224;23;17;1;4;6;6;1;0;0;0;0;0;0;1
1990;40;"Doutorado";"Solteiro";63159;0;0;"2012-11-05";74;965;34;586;89;86;37;1;3;5;8;3;0;0;0;1;0;0;0
5513;48;"Graduacao";"Casado";37758;1;1;"2012-10-04";49;27;2;10;0;0;1;2;1;0;3;8;0;0;0;0;0;0;0
269;51;"Doutorado";"Solteiro";46757;0;1;"2012-11-16";71;777;30;163;0;51;122;6;4;4;7;9;0;0;0;0;0;0;0
8093;45;"Mestrado";"Casado";79734;0;0;"2014-06-28";72;572;8;232;23;62;17;1;4;3;6;1;0;1;0;0;0;0;0
10513;22;"Graduacao";"Casado";63207;0;0;"2013-01-20";68;438;169;565;91;169;70;1;2;3;6;7;0;1;0;0;0;0;0
10177;60;"Graduacao";"Divorciado";72071;0;1;"2013-02-14";4;531;69;300;150;138;150;3;5;4;8;2;0;0;0;0;0;0;0
2549;31;"Doutorado";"Casado";21840;1;0;"2013-07-21";80;17;0;9;0;0;1;1;1;0;3;9;0;0;0;0;0;0;0
5782;32;"Ensino Medio";"Casado";58582;0;1;"2013-09-28";15;402;35;106;101;77;42;2;9;2;9;5;0;0;0;0;1;0;0
10057;63;"Graduacao";"Solteiro";72282;0;0;"2013-07-19";70;503;27;419;90;139;153;1;5;7;9;7;0;0;0;0;0;0;1
10307;58;"Graduacao";"Casado";50387;0;2;"2013-08-31";91;369;9;87;12;14;34;3;6;2;8;5;0;0;0;0;0;0;0
8566;53;"Doutorado";"Casado";32583;1;1;"2014-06-15";10;5;0;3;0;0;1;1;1;0;2;7;0;0;0;0;0;0;0
2415;52;"Graduacao";"Casado";62568;0;1;"2014-04-07";99;362;17;398;80;35;61;3;5;3;5;4;0;1;0;0;0;0;0
5684;43;"Mestrado";"Divorciado";44635;1;1;"2013-10-11";25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;0
8334;43;"Mestrado";"Solteiro";33316;1;1;"2013-10-04";34;79;1;31;4;4;12;3;2;1;4;6;0;0;0;0;0;0;0
9166;46;"Graduacao";"Casado";63967;0;1;"2013-08-09";57;387;84;141;73;35;162;3;4;4;12;2;0;0;0;0;0;0;0
1440;36;"Ensino Medio";"Casado";52513;0;0;"2012-09-04";84;367;17;241;104;188;232;2;9;5;9;7;0;0;0;0;0;0;0
78;45;"Graduacao";"Casado";25293;1;0;"2013-09-15";51;15;0;11;0;2;9;1;1;1;2;8;0;0;0;0;0;0;0
5441;49;"Doutorado";"Viuvo";54111;0;1;"2013-08-25";97;267;6;54;8;3;50;2;5;2;6;5;0;0;0;0;0;0;0
5302;28;"Graduacao";"Casado";78394;0;0;"2013-02-15";13;298;27;697;216;24;166;1;4;6;5;2;0;0;0;0;0;0;1
4687;56;"Mestrado";"Casado";80739;0;0;"2013-05-23";92;674;92;736;39;0;92;1;3;11;9;1;0;0;0;0;0;0;0
1087;39;"Mestrado";"Casado";22669;1;0;"2013-05-22";30;16;14;36;37;22;48;3;4;1;2;9;0;0;0;0;0;0;1
6859;27;"Graduacao";"Solteiro";29236;1;0;"2013-10-08";30;37;4;24;16;9;9;2;4;0;3;9;0;0;0;0;0;0;0
9860;55;"Graduacao";"Casado";44911;0;1;"2013-03-15";11;159;0;22;2;1;31;3;4;1;4;7;0;0;0;0;0;0;0
7129;52;"Doutorado";"Casado";54693;0;1;"2013-02-17";72;686;17;142;23;26;35;8;6;4;13;6;0;0;0;0;0;0;0
5866;40;"Graduacao";"Casado";48186;1;0;"2014-03-20";39;97;3;66;12;7;34;3;4;1;4;7;0;0;0;0;0;0;0
10521;37;"Graduacao";"Casado";54809;1;1;"2013-09-11";0;63;6;57;13;13;22;4;2;1;5;4;0;0;0;0;0;0;1
7393;36;"Graduacao";"Casado";41580;1;1;"2012-12-10";15;56;5;24;4;0;3;3;2;1;3;5;0;0;0;0;0;0;0
7849;44;"Doutorado";"Casado";80336;0;0;"2013-09-09";12;209;19;456;160;142;66;1;2;9;13;1;0;0;0;0;0;0;0
332;57;"Graduacao";"Casado";47743;0;1;"2013-03-22";56;198;2;43;0;12;20;3;4;1;6;6;0;0;0;0;1;0;0
9847;59;"Ensino Medio";"Casado";62972;0;1;"2012-08-03";39;313;15;47;20;0;192;2;7;4;3;6;0;0;0;0;0;0;0
531;60;"Doutorado";"Divorciado";57333;0;1;"2012-09-22";55;941;14;397;76;58;176;11;8;5;9;6;0;0;0;0;0;0;1
9576;32;"Doutorado";"Casado";32313;1;0;"2013-02-11";60;86;4;56;2;4;7;3;4;0;4;9;0;0;0;0;0;0;0
6906;61;"Mestrado";"Viuvo";84953;0;0;"2013-06-03";73;167;48;602;63;72;72;1;3;10;4;2;0;1;0;0;1;1;1
7419;46;"Mestrado";"Divorciado";27071;1;0;"2014-04-23";90;8;3;19;0;2;3;2;2;0;3;6;0;0;0;0;0;0;0
3170;57;"Mestrado";"Casado";68148;0;0;"2013-08-31";86;389;66;408;37;57;85;1;4;4;6;2;0;0;0;0;0;0;0
8527;49;"Mestrado";"Casado";65735;1;1;"2013-12-07";37;239;7;119;4;15;11;5;6;2;6;7;0;0;0;0;0;0;0
7872;39;"Doutorado";"Casado";86836;0;0;"2012-09-12";7;179;21;273;0;21;63;1;6;10;6;5;0;1;0;1;0;1;1
9931;51;"Doutorado";"Casado";4023;1;1;"2014-06-23";29;5;0;1;1;1;1;15;0;0;0;19;0;0;0;0;0;0;0
10595;24;"Graduacao";"Casado";30093;0;0;"2013-07-08";19;2;6;28;13;4;16;1;2;0;3;7;0;0;0;0;0;0;0
4609;48;"Doutorado";"Casado";57705;0;1;"2014-01-11";14;383;0;53;6;4;40;3;8;1;6;6;0;0;0;0;0;0;0
5010;26;"Graduacao";"Solteiro";25008;1;0;"2014-02-02";72;2;8;8;6;1;9;2;1;0;3;8;0;0;0;0;0;0;0
4427;19;"Ensino Medio";"Solteiro";83257;0;0;"2012-09-18";56;536;27;590;38;107;67;1;5;10;12;6;1;0;0;1;0;1;1
11148;39;"Graduacao";"Casado";22280;1;0;"2013-05-19";85;2;1;4;3;1;2;1;1;0;2;8;0;0;0;0;0;0;0
1168;36;"Doutorado";"Casado";72159;0;0;"2012-10-29";62;322;53;899;34;40;53;1;4;6;10;2;0;0;0;0;0;0;0
9595;53;"Graduacao";"Casado";64260;0;0;"2013-01-11";1;539;169;816;20;0;30;1;4;5;4;3;0;0;0;0;0;0;1
10163;30;"Doutorado";"Solteiro";82733;0;0;"2013-09-10";28;712;50;420;65;38;38;1;8;4;7;4;0;0;0;0;0;0;1
2886;43;"Mestrado";"Divorciado";74290;0;1;"2013-08-12";70;1121;0;72;0;12;12;4;10;8;10;6;0;1;0;0;1;0;0
6710;63;"Mestrado";"Solteiro";58217;2;1;"2012-11-17";84;68;1;13;3;5;13;1;2;0;4;6;0;0;0;0;0;0;0
5316;38;"Mestrado";"Casado";21024;0;0;"2013-07-04";89;36;4;18;6;2;18;1;2;0;4;7;0;0;0;0;0;0;0
9029;42;"Doutorado";"Casado";70116;0;0;"2013-01-26";73;707;44;603;95;58;29;1;2;8;12;1;0;0;0;0;0;0;0
521;29;"Graduacao";"Casado";54006;1;0;"2012-09-18";42;174;77;203;6;24;97;2;8;1;7;7;0;0;0;0;0;0;0
1459;48;"Doutorado";"Casado";69063;0;1;"2012-11-07";16;666;35;124;69;8;26;1;5;3;5;3;0;0;0;0;0;0;0
10241;39;"Ensino Medio";"Divorciado";11448;0;0;"2013-12-15";16;0;0;0;6;2;6;1;1;0;2;6;0;0;0;0;0;0;0
1630;35;"Graduacao";"Solteiro";61825;0;1;"2013-08-07";56;162;50;100;55;30;27;1;4;2;8;4;0;0;0;0;0;0;0
3254;43;"Graduacao";"Casado";70886;1;0;"2013-10-14";65;407;70;239;103;88;53;1;5;4;4;2;0;0;0;0;0;0;0
9064;32;"Graduacao";"Casado";69109;0;0;"2012-11-09";10;823;25;459;124;29;95;1;6;6;7;4;0;0;0;0;0;1;1
3678;41;"Graduacao";"Viuvo";60208;1;1;"2012-10-07";13;488;23;71;15;0;59;11;8;3;7;7;0;0;0;0;1;0;1
4227;46;"Mestrado";"Casado";32889;1;1;"2013-09-06";78;28;0;13;4;2;8;3;2;1;3;5;0;0;0;0;0;0;0
9467;30;"Graduacao";"Solteiro";34738;1;0;"2014-05-11";51;3;2;10;3;0;2;1;1;0;3;6;0;0;0;0;0;0;0
8486;43;"Mestrado";"Casado";30538;1;0;"2012-10-01";27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;0
2186;37;"Ensino Medio";"Casado";82326;0;0;"2014-03-10";30;938;142;754;159;81;183;1;5;10;6;2;0;1;0;0;1;1;1
3286;47;"Doutorado";"Divorciado";26642;1;0;"2014-03-01";71;13;2;15;2;2;8;2;2;0;3;6;0;0;0;0;0;0;0
8602;50;"Graduacao";"Divorciado";69932;0;1;"2013-06-12";97;412;172;153;150;105;57;2;7;6;11;4;0;0;0;0;0;0;0
